(-9.027052405379239, 1.7265929750794966)
(-9.027053693426772, 1.7265929898788508)
(-9.02705691092257, 1.7265921293786268)
(-9.02705496207671, 1.7265926833601173)
(-9.02705519821061, 1.7265925383039957)
(-9.027056169810674, 1.7265922017981126)
(-9.027054892683722, 1.7265929736115238)
(-9.027054809748115, 1.7265930072916047)
(-9.02705555006116, 1.7265921479190176)
(-9.027055115807405, 1.726592647829)
(-9.027055235710524, 1.7265925596130036)
(-9.027055539674667, 1.7265921963201984)
(-9.027054842708267, 1.7265929663368687)
(-9.027054784824164, 1.7265929998760872)
(-9.02705551930645, 1.7265921798029686)
(-9.027055107451854, 1.7265926468464678)
(-9.02705521963648, 1.7265925460794969)
(-9.027055544394246, 1.7265921795210408)
(-9.027054847749254, 1.7265929629236634)
(-9.027054788588526, 1.7265930112250696)
(-9.027055547784293, 1.7265921787182161)
(-9.027055120373465, 1.7265926106696032)
(-9.027055186280405, 1.726592551736217)
(-9.027055571454422, 1.726592140402833)
(-9.027054853673391, 1.7265929470090053)
(-9.027054800681476, 1.7265930093237642)
(-9.027055556109785, 1.7265921725795954)
(-9.027055118537678, 1.7265926458999303)
(-9.027055223587526, 1.7265925523086152)
(-9.02705553562586, 1.7265921682544183)
(-9.027054834327597, 1.7265929746332458)
(-9.027054798216367, 1.726593014805599)
(-3.778267157811595, 1.6488933409916613)
(-7.140861467403812, 1.701054021383492)
(-7.341969938768844, 1.6802483275762052)
(-4.5476204276717915, 1.6642358189507946)
(-6.8902945995593186, 1.694194636872648)
(-8.154293413502101, 1.6785648729637337)
(-5.6285495062004465, 2.4610897039391237)
(-6.345311087380412, 2.112281668907277)
(-7.2040126053410685, 1.9885043814072474)
(-5.8182544481825005, 2.402555474068329)
(-6.305470355538257, 2.133809355044898)
(-7.076650422001596, 2.0081112666261483)
(-6.170271946897139, 1.558738838671237)
(-5.991419672987689, 1.7530061136364414)
(-6.43614355999952, 1.8426829984568431)
(-7.101520767390026, 1.593501974911873)
(-7.004513919739695, 1.7398632642757537)
(-7.377769178960315, 1.8277702955404587)
(-7.181536403761864, 1.6593558502005044)
(-7.263872984559187, 1.7268426641708245)
(-7.30643767673546, 1.7672073082862163)
(-7.197811156829405, 1.673095892223061)
(-7.259118426976299, 1.7237659061837214)
(-7.300105301872491, 1.7609271535935516)
(-7.225816885640601, 1.698055898445698)
(-2.63504800563151, 0.5508355132864671)
(-7.883951246555547, 1.8945967120072944)
(-8.002586190562068, 1.6115377120168861)
(-3.487843126461638, 0.6085335289294116)
(-7.062982593960079, 1.8141180070744625)
(-5.775153206908119, 0.9979983260731206)
(-5.0561706007318366, 1.186873811693211)
(-6.563650454011534, 1.550403636059326)
(-5.768647601590188, 1.0482312133294394)
(-5.126637654534532, 1.1799231742864682)
(-6.2978539149651755, 1.4804549609563045)
(-6.235951455626257, 1.289445949807554)
(-6.221260608077353, 1.335585310596752)
(-6.554612279831613, 1.4199948597559275)
(-7.184922625580596, 1.2977156465867374)
(-7.216366925700527, 1.3331090309771163)
(-6.673624805889251, 2.225411146949727)
(-7.006960018985544, 1.6817807244562886)
